Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn,Prediction,Segment
75,0,7,72.95,0,2,519.02,0,0,Dormant
20,1,3,119.16,0,2,303.69,1,1,At Risk
57,1,51,121.33,0,1,6177.87,0,0,Loyal
63,1,20,62.73,2,2,1271.71,0,0,Dormant
41,1,18,25.56,2,0,375.29,0,0,Dormant
67,1,68,125.54,1,3,8484.87,0,0,Loyal
49,1,33,114.66,2,2,3779.18,0,0,Loyal
64,0,66,139.86,0,3,9213.85,1,1,At Risk
39,0,16,10.53,1,0,149.86,0,0,Dormant
40,0,54,85.23,1,2,4507.0,0,0,Loyal
19,2,72,144.68,0,3,10359.33,1,1,At Risk
80,0,37,82.26,0,2,3151.3,0,0,Loyal
44,1,53,146.52,1,0,7755.58,0,0,Loyal
59,0,7,69.15,0,2,475.09,1,1,At Risk
19,0,17,54.75,2,2,978.4,0,0,Dormant
43,0,43,109.17,0,1,4685.81,1,1,At Risk
34,0,8,52.52,0,0,493.96,0,0,Dormant
57,0,19,48.38,2,2,909.17,0,0,Dormant
50,0,28,116.56,0,0,3214.28,0,1,At Risk
26,0,13,122.94,0,2,1677.53,1,1,At Risk
60,0,37,11.87,0,0,461.4,1,1,At Risk
71,1,67,25.49,1,2,1756.23,0,0,Loyal
65,0,48,80.99,1,2,3838.85,0,0,Loyal
56,0,42,25.59,0,0,1054.56,0,0,Loyal
46,1,14,25.28,2,2,302.43,0,0,Dormant
59,0,11,144.2,0,2,1590.07,1,1,At Risk
72,0,26,42.93,0,1,1193.82,0,0,Loyal
43,1,59,51.31,1,2,3066.82,0,0,Loyal
52,1,32,69.73,1,1,2374.78,0,0,Loyal
67,1,36,111.98,2,0,4050.55,0,0,Loyal
42,0,27,20.18,0,1,593.41,0,0,Loyal
41,1,12,83.75,0,2,921.1,0,0,Dormant
30,0,36,144.15,0,1,5159.72,1,1,At Risk
77,0,55,89.57,1,3,4969.49,0,0,Loyal
75,1,3,108.83,0,1,365.12,1,1,At Risk
24,1,19,45.09,0,2,845.73,0,0,Dormant
74,0,18,125.03,1,0,2231.75,0,0,Dormant
53,0,51,145.33,1,2,7403.03,0,0,Loyal
62,1,36,71.73,0,2,2649.1,1,1,At Risk
37,0,58,88.18,0,2,5110.73,0,0,Loyal
18,0,68,149.3,0,3,10223.91,1,1,At Risk
25,0,1,35.23,1,0,34.23,1,1,At Risk
63,1,46,84.12,1,0,3879.76,0,0,Loyal
33,1,68,105.38,0,3,7149.58,1,1,At Risk
31,0,65,37.27,0,3,2426.11,0,0,Loyal
29,1,19,135.89,1,2,2601.99,0,0,Dormant
68,1,43,23.85,0,3,1062.02,0,0,Loyal
40,1,23,139.35,0,2,3214.1,0,0,Dormant
32,0,33,88.94,0,2,2980.3,1,0,Loyal
45,1,17,80.47,1,3,1343.96,0,0,Dormant
51,1,59,24.49,1,1,1468.01,0,0,Loyal
19,0,33,114.35,0,2,3767.56,0,0,Loyal
49,1,38,68.12,1,0,2570.03,0,0,Loyal
40,1,39,130.79,0,2,5201.46,1,1,At Risk
80,0,71,22.51,0,3,1547.86,0,0,Loyal
39,1,21,138.28,1,3,2897.3,0,0,Dormant
68,0,25,88.63,0,2,2257.2,0,0,Loyal
42,1,8,106.1,1,1,812.53,1,1,At Risk
75,1,30,115.89,1,1,3587.92,0,0,Loyal
80,0,72,120.12,0,2,8691.33,0,0,Loyal
79,2,20,146.48,1,2,2976.37,0,0,Dormant
78,1,35,120.21,0,2,4286.01,0,0,Loyal
39,0,67,114.19,1,3,7720.28,1,0,Loyal
75,1,25,129.46,0,1,3235.57,0,1,At Risk
75,1,45,28.18,0,2,1261.57,0,0,Loyal
39,1,47,135.34,0,2,6417.95,0,0,Loyal
66,0,68,56.19,1,2,3809.77,0,0,Loyal
69,1,4,116.64,0,2,452.39,1,1,At Risk
59,1,62,111.36,2,2,6881.63,0,0,Loyal
23,0,15,54.45,0,2,846.59,0,0,Dormant
32,1,6,91.38,0,2,518.44,1,1,At Risk
71,1,7,143.2,2,0,1028.37,1,1,At Risk
60,1,3,135.2,0,3,387.41,1,1,At Risk
77,2,35,91.55,0,1,3254.51,0,0,Loyal
54,1,19,22.7,0,2,459.93,0,1,At Risk
50,2,69,122.38,1,0,8405.41,0,0,Loyal
25,1,52,81.33,2,0,4262.49,0,0,Loyal
70,1,14,134.36,2,3,1913.88,0,0,Dormant
77,0,5,13.94,0,3,11.48,0,0,Dormant
61,0,62,104.27,2,0,6491.89,1,1,At Risk
61,1,43,126.1,0,2,5394.65,0,1,At Risk
22,0,7,25.4,0,0,92.9,0,1,At Risk
56,1,45,29.4,0,0,1333.48,0,0,Loyal
21,0,37,54.85,1,2,2020.49,0,0,Loyal
23,0,32,60.31,0,2,1862.09,1,0,Loyal
62,1,42,103.94,0,2,4472.8,1,1,At Risk
49,0,5,64.76,0,1,300.62,1,1,At Risk
69,1,10,138.42,0,2,1387.92,1,1,At Risk
47,1,44,94.69,0,1,4205.2,0,0,Loyal
64,1,10,58.03,0,3,554.22,0,1,At Risk
52,0,18,87.13,0,3,1589.67,1,1,At Risk
72,1,63,68.49,0,3,4304.29,1,1,At Risk
57,0,43,127.81,0,2,5523.17,0,0,Loyal
69,0,54,43.52,0,0,2318.09,0,0,Loyal
33,0,60,74.65,0,1,4533.57,0,0,Loyal
30,0,11,102.46,2,2,1017.19,1,1,At Risk
67,1,38,84.59,0,0,3209.73,0,0,Loyal
77,0,54,78.06,1,2,4244.94,0,0,Loyal
59,1,57,114.61,0,3,6499.06,1,1,At Risk
47,0,8,43.89,1,3,319.69,1,1,At Risk
36,1,24,61.38,2,3,1493.8,0,0,Dormant
34,1,33,119.08,0,1,3925.1,0,0,Loyal
73,1,47,95.79,0,2,4537.93,0,0,Loyal
80,1,43,127.9,0,1,5574.54,1,1,At Risk
36,1,41,53.92,0,3,2218.48,0,0,Loyal
45,0,72,43.83,0,3,3113.55,1,1,At Risk
75,0,6,121.43,0,3,717.32,1,1,At Risk
72,0,14,109.81,1,3,1547.96,1,1,At Risk
43,1,22,47.11,0,3,1050.86,0,0,Dormant
54,1,65,101.82,0,1,6594.36,1,1,At Risk
43,2,18,119.76,0,1,2132.81,1,1,At Risk
70,1,22,103.76,0,3,2290.11,0,1,At Risk
79,0,24,20.93,0,0,562.12,1,1,At Risk
40,1,48,47.82,0,2,2280.32,0,0,Loyal
80,2,40,100.95,0,1,4038.63,1,1,At Risk
26,1,47,42.61,0,3,1956.17,0,0,Loyal
29,1,6,50.34,2,3,255.32,1,1,At Risk
70,0,17,63.55,0,3,1069.25,1,0,Dormant
18,1,34,66.69,2,3,2327.3,0,0,Loyal
75,0,53,113.08,1,1,5998.07,0,0,Loyal
75,1,68,95.13,1,2,6454.56,0,0,Loyal
18,0,24,39.84,0,1,908.12,0,0,Dormant
64,1,11,24.36,0,3,268.18,1,1,At Risk
51,0,43,144.79,0,3,6262.54,1,0,Loyal
49,0,22,37.81,2,3,817.66,0,0,Dormant
79,2,49,83.23,0,2,4120.24,1,1,At Risk
71,0,56,117.48,2,0,6551.5,0,0,Loyal
65,0,29,39.28,0,1,1209.44,0,0,Loyal
42,0,11,26.75,0,3,298.01,1,1,At Risk
57,1,66,15.95,2,0,1108.25,0,0,Loyal
62,0,64,56.96,0,3,3696.83,1,1,At Risk
70,1,12,122.11,1,2,1500.74,0,1,At Risk
18,1,60,127.26,1,3,7608.8,0,0,Loyal
33,0,62,69.5,1,2,4264.72,0,0,Loyal
78,0,5,135.09,0,2,606.05,1,1,At Risk
56,1,37,104.04,0,0,3878.12,0,0,Loyal
80,0,3,122.71,0,1,352.29,1,1,At Risk
22,0,65,61.8,1,2,3982.63,0,0,Loyal
39,0,8,43.78,0,0,354.73,1,1,At Risk
46,0,8,95.74,1,3,793.47,0,0,Dormant
72,1,36,39.25,1,0,1448.25,0,0,Loyal
20,2,11,123.95,1,0,1321.24,1,1,At Risk
29,1,10,137.39,0,3,1363.64,1,1,At Risk
43,0,17,140.34,0,1,2403.82,1,1,At Risk
33,0,36,85.16,1,2,3006.1,0,0,Loyal
68,0,41,29.15,0,0,1178.49,0,0,Loyal
54,0,30,140.17,0,1,4188.93,1,1,At Risk
39,1,45,104.34,0,1,4754.79,1,1,At Risk
74,0,3,45.64,0,2,65.28,1,1,At Risk
46,0,18,108.01,0,0,1932.78,1,1,At Risk
31,1,36,88.31,0,1,3075.52,0,0,Loyal
45,1,19,145.84,0,3,2786.41,0,0,Dormant
22,0,36,126.53,1,3,4582.74,1,1,At Risk
64,0,4,32.64,0,2,94.36,1,1,At Risk
66,0,69,125.14,0,0,8565.6,1,1,At Risk
47,0,45,126.13,0,1,5656.61,0,0,Loyal
63,1,46,19.41,0,3,952.57,0,0,Loyal
79,1,71,115.73,0,3,8246.03,1,1,At Risk
69,0,8,48.38,0,2,380.07,1,1,At Risk
22,0,67,12.52,0,0,818.5,0,0,Loyal
29,1,59,95.97,0,2,5744.2,0,0,Loyal
33,0,52,62.4,0,2,3290.93,0,0,Loyal
43,0,36,132.73,2,0,4839.14,0,0,Loyal
43,0,58,122.12,0,0,7052.56,0,0,Loyal
65,0,20,86.62,0,3,1781.86,0,0,Dormant
38,0,39,103.87,1,3,3997.94,0,0,Loyal
56,1,2,14.58,2,2,-13.55,0,0,Dormant
53,0,47,56.94,0,3,2659.16,1,1,At Risk
50,1,65,52.94,1,1,3374.54,0,0,Loyal
79,0,46,95.15,0,0,4389.01,0,0,Loyal
47,1,71,106.51,0,2,7578.62,0,0,Loyal
54,0,14,12.95,0,1,184.84,0,0,Dormant
40,0,67,102.41,0,2,6738.63,1,1,At Risk
75,1,60,132.99,0,2,7890.15,0,0,Loyal
27,2,56,26.15,0,0,1508.46,0,0,Loyal
71,1,49,32.36,0,3,1612.06,0,0,Loyal
22,1,58,58.01,2,3,3403.68,0,0,Loyal
53,0,16,133.77,2,2,2137.23,0,0,Dormant
51,0,66,17.09,0,3,1093.53,0,0,Loyal
69,1,21,77.82,1,3,1623.25,0,0,Dormant
48,0,48,127.77,0,2,6110.2,1,1,At Risk
27,0,10,56.54,0,2,494.09,1,1,At Risk
75,1,16,139.05,1,3,2159.24,0,0,Dormant
36,0,29,87.33,1,0,2499.84,0,0,Loyal
75,0,64,64.27,0,2,4056.26,1,1,At Risk
49,1,60,127.91,0,2,7615.37,0,0,Loyal
18,0,17,127.7,2,3,2156.38,0,0,Dormant
73,0,38,21.16,0,2,800.98,0,0,Loyal
22,0,9,122.51,0,1,1102.49,1,1,At Risk
62,0,64,62.8,0,1,4017.27,1,0,Loyal
21,0,50,69.49,0,0,3456.85,0,0,Loyal
33,1,53,116.44,1,2,6126.26,1,1,At Risk
41,0,58,126.7,1,0,7291.72,1,1,At Risk
33,1,46,36.18,0,0,1680.9,0,0,Loyal
72,1,11,50.48,1,1,573.18,1,0,Dormant
19,2,6,36.92,0,3,77.79,1,1,At Risk
66,0,22,76.7,0,1,1599.0,0,0,Dormant
45,1,26,136.48,0,1,3551.07,1,1,At Risk
49,0,40,114.85,1,3,4586.88,0,0,Loyal
44,0,44,63.83,1,2,2821.51,0,0,Loyal
37,1,10,28.56,1,0,259.61,0,0,Dormant
41,0,70,96.39,0,2,6797.31,0,0,Loyal
29,0,49,143.84,0,2,7126.2,0,0,Loyal
67,0,53,122.44,2,3,6487.91,0,0,Loyal
52,0,69,20.53,0,0,1372.81,1,1,At Risk
77,1,66,45.5,0,0,3018.26,0,0,Loyal
50,0,26,75.05,1,0,1944.17,0,0,Loyal
50,1,15,87.59,0,2,1323.45,0,0,Dormant
78,1,53,77.72,1,3,4196.33,0,0,Loyal
68,2,26,137.22,0,0,3521.56,0,0,Loyal
60,0,41,21.47,0,1,964.4,0,0,Loyal
54,0,24,57.11,1,2,1372.95,0,0,Dormant
29,1,39,141.07,0,0,5431.53,0,0,Loyal
20,1,64,117.05,1,3,7520.92,1,1,At Risk
18,1,51,114.6,0,3,5803.81,1,1,At Risk
50,0,27,17.9,0,0,381.21,0,1,At Risk
57,0,38,12.47,0,2,487.94,1,1,At Risk
27,0,13,124.79,0,2,1592.31,0,1,At Risk
60,0,72,77.24,0,2,5555.92,1,1,At Risk
61,0,69,114.16,1,2,7853.85,0,0,Loyal
46,0,58,127.05,1,1,7321.49,0,0,Loyal
30,0,33,85.09,0,2,2822.06,0,0,Loyal
29,0,30,114.05,1,0,3471.51,0,0,Loyal
48,0,60,53.73,1,3,3226.41,0,0,Loyal
63,1,60,34.42,0,1,2016.8,0,0,Loyal
19,0,25,83.17,2,2,2064.04,0,0,Loyal
78,1,23,52.32,0,2,1189.12,0,0,Dormant
68,2,19,76.04,0,2,1481.34,0,0,Dormant
67,0,6,47.6,2,2,305.51,1,1,At Risk
52,0,31,52.07,0,3,1665.38,1,1,At Risk
40,1,22,136.81,0,2,2976.97,0,0,Dormant
34,1,61,36.53,0,2,2210.89,1,1,At Risk
43,1,60,75.3,2,2,4472.63,0,0,Loyal
25,0,69,114.84,0,3,7806.02,0,0,Loyal
46,1,19,118.09,1,3,2207.45,0,0,Dormant
43,0,21,92.74,1,2,1861.16,0,0,Dormant
27,0,65,10.11,2,2,700.74,0,0,Loyal
43,1,11,77.29,0,0,844.47,0,0,Dormant
79,0,46,76.62,2,1,3590.2,0,0,Loyal
51,1,52,135.53,1,2,7005.59,0,0,Loyal
68,1,20,140.09,2,1,2777.05,0,0,Dormant
58,0,12,119.72,0,1,1459.38,1,1,At Risk
24,0,60,110.89,0,2,6655.08,1,1,At Risk
21,1,47,88.93,2,0,4225.34,0,0,Loyal
75,0,48,10.6,1,0,541.89,0,0,Loyal
70,0,43,114.25,0,3,4917.82,1,1,At Risk
67,1,31,21.05,1,3,686.92,0,0,Loyal
62,1,43,137.03,0,3,5887.09,1,1,At Risk
28,0,29,94.55,0,2,2776.56,0,0,Loyal
46,0,63,81.76,0,0,5162.74,0,0,Loyal
73,0,69,115.54,2,2,7910.76,0,0,Loyal
53,1,64,23.62,0,1,1579.64,0,0,Loyal
42,0,41,33.5,1,1,1401.76,0,0,Loyal
38,0,10,14.63,2,3,130.78,1,1,At Risk
78,1,30,61.06,0,2,1847.08,0,0,Loyal
74,0,23,29.87,0,1,614.91,1,0,Dormant
53,0,39,120.21,0,2,4663.15,1,1,At Risk
27,0,42,64.31,1,2,2697.33,0,0,Loyal
54,1,26,85.42,0,3,2276.71,0,0,Loyal
26,1,10,148.92,2,0,1419.66,1,1,At Risk
41,0,3,73.89,1,2,138.53,0,0,Dormant
52,0,72,60.61,0,0,4382.82,0,0,Loyal
66,0,1,145.6,0,2,170.68,1,1,At Risk
52,1,8,44.29,2,2,425.73,1,1,At Risk
65,1,51,43.53,2,3,2157.96,0,0,Loyal
53,0,62,88.87,0,2,5540.2,0,0,Loyal
35,0,70,143.58,0,1,10022.13,1,1,At Risk
66,0,70,136.22,0,1,9550.61,1,1,At Risk
56,0,17,68.38,0,0,1106.11,0,0,Dormant
49,2,28,136.23,2,0,3871.98,1,1,At Risk
41,1,39,125.05,1,3,4847.53,0,0,Loyal
40,0,3,49.4,0,2,179.68,1,1,At Risk
79,1,26,124.71,0,1,3260.98,0,1,At Risk
49,0,21,54.75,0,3,1210.07,0,0,Dormant
54,0,47,126.72,0,0,5912.81,1,0,Loyal
29,1,53,72.8,2,2,3872.5,0,0,Loyal
66,1,27,20.74,0,0,535.71,0,0,Loyal
72,1,4,16.04,2,1,107.62,0,0,Dormant
30,1,44,71.84,0,0,3039.94,0,0,Loyal
40,1,18,26.29,0,3,434.25,0,0,Dormant
42,0,61,112.58,1,2,6728.8,0,0,Loyal
52,1,27,36.92,2,0,988.07,0,0,Loyal
58,0,71,123.76,0,0,8822.2,1,1,At Risk
47,1,58,34.79,0,1,2052.03,0,0,Loyal
34,0,14,17.53,0,2,225.43,0,0,Dormant
66,0,43,140.39,1,3,6038.48,0,0,Loyal
79,1,41,21.37,1,3,895.38,0,0,Loyal
37,0,45,82.63,1,1,3719.84,0,0,Loyal
65,0,71,13.6,0,0,1027.83,0,0,Loyal
42,0,39,66.12,0,0,2644.26,1,0,Loyal
39,1,47,110.2,0,2,5143.83,0,0,Loyal
30,1,55,51.71,0,2,2899.41,0,0,Loyal
76,2,38,82.99,0,3,3097.16,0,0,Loyal
36,0,37,94.73,0,1,3459.99,0,0,Loyal
66,0,24,114.22,1,2,2711.37,0,0,Dormant
53,0,14,71.38,0,3,963.0,1,1,At Risk
29,0,3,130.38,0,3,384.68,1,1,At Risk
78,0,2,89.13,1,2,95.19,1,1,At Risk
58,1,46,65.72,2,1,3054.21,0,0,Loyal
36,0,31,32.95,0,2,964.56,1,1,At Risk
29,0,46,146.16,0,0,6761.64,0,0,Loyal
26,1,72,93.34,0,3,6733.26,0,1,At Risk
24,1,36,121.2,1,0,4398.33,1,0,Loyal
45,1,51,82.51,0,2,4216.28,0,1,At Risk
31,0,40,142.51,0,3,5711.65,1,1,At Risk
48,0,42,70.42,0,0,2984.52,0,0,Loyal
69,0,71,29.09,2,2,2122.75,0,0,Loyal
36,0,65,40.42,0,0,2659.88,1,1,At Risk
75,1,4,67.99,0,2,341.78,0,0,Dormant
64,0,63,92.89,1,0,5779.41,0,0,Loyal
33,1,8,139.96,0,2,1177.59,1,1,At Risk
70,0,19,105.19,0,0,2005.06,1,1,At Risk
22,1,57,78.61,2,1,4503.45,0,0,Loyal
52,1,13,18.34,0,0,198.36,0,0,Dormant
29,1,39,77.21,0,0,2915.74,0,0,Loyal
42,0,14,98.26,0,0,1448.55,1,1,At Risk
69,0,51,12.04,1,3,663.93,0,0,Loyal
76,0,68,73.42,0,3,4949.51,0,0,Loyal
38,1,58,22.06,0,2,1228.76,0,0,Loyal
53,2,48,88.91,0,3,4220.07,0,0,Loyal
70,1,4,53.22,0,0,280.44,0,0,Dormant
40,2,28,137.85,0,1,3959.36,1,1,At Risk
33,0,45,60.46,2,2,2682.22,0,0,Loyal
74,0,19,109.66,0,3,2114.32,1,1,At Risk
56,1,8,110.36,0,3,969.85,1,1,At Risk
62,0,54,22.58,0,3,1254.73,1,1,At Risk
70,0,64,15.37,1,2,989.34,0,0,Loyal
59,1,10,26.11,0,0,226.83,0,0,Dormant
75,1,65,15.72,0,2,994.58,0,0,Loyal
56,0,32,65.76,0,3,2099.66,1,1,At Risk
31,0,41,14.91,1,2,589.45,0,0,Loyal
48,1,63,136.28,0,2,8611.57,1,1,At Risk
75,0,12,66.6,0,2,855.78,0,0,Dormant
22,0,26,66.69,0,2,1718.34,0,0,Loyal
52,1,51,101.44,1,0,5086.55,1,1,At Risk
40,1,32,145.43,1,1,4720.73,1,1,At Risk
46,0,68,92.88,0,2,6318.75,0,0,Loyal
60,1,37,99.6,0,2,3705.89,0,0,Loyal
28,1,8,61.09,2,2,427.69,0,0,Dormant
35,0,10,87.34,0,0,822.09,1,1,At Risk
64,2,50,68.48,0,2,3456.1,0,0,Loyal
29,1,33,88.59,0,2,2991.88,0,0,Loyal
26,0,6,146.49,1,2,880.98,1,1,At Risk
27,1,8,60.5,1,2,550.79,1,1,At Risk
75,1,41,77.14,2,1,3194.63,0,0,Loyal
61,1,21,117.63,1,1,2456.07,0,0,Dormant
34,1,26,126.25,1,1,3235.74,0,0,Loyal
78,0,72,145.85,0,1,10539.97,1,1,At Risk
55,0,8,29.26,0,2,241.78,0,0,Dormant
24,1,66,103.22,0,3,6747.05,1,1,At Risk
63,0,66,137.52,0,2,9043.08,1,1,At Risk
30,1,12,28.48,0,2,380.74,0,0,Dormant
57,0,38,86.14,0,0,3355.77,1,1,At Risk
59,1,8,21.84,0,2,218.96,0,0,Dormant
26,1,25,99.64,2,2,2520.23,0,0,Loyal
67,1,40,77.07,2,0,3044.27,0,0,Loyal
44,1,59,88.08,1,3,5184.07,0,0,Loyal
75,1,40,94.64,1,3,3887.66,0,0,Loyal
19,1,4,17.44,0,2,9.42,0,0,Dormant
22,0,50,23.97,1,2,1211.43,0,0,Loyal
46,0,53,67.8,0,3,3619.47,0,0,Loyal
54,1,42,22.16,0,2,934.98,1,0,Loyal
55,0,46,43.79,0,3,2102.57,0,0,Loyal
36,0,30,146.64,1,0,4469.1,0,0,Loyal
25,2,54,40.88,2,3,2198.31,0,0,Loyal
65,1,41,102.26,0,0,4193.02,1,1,At Risk
62,0,53,83.31,0,0,4302.31,1,1,At Risk
18,1,48,22.33,2,2,999.48,0,0,Loyal
39,0,21,98.55,2,2,2116.77,0,0,Dormant
69,1,63,136.88,0,1,8565.81,1,1,At Risk
34,1,3,64.57,0,3,145.65,1,1,At Risk
80,1,10,63.4,0,0,722.18,1,1,At Risk
24,1,8,63.14,1,1,507.34,0,0,Dormant
42,1,30,31.78,0,2,1006.75,0,0,Loyal
62,0,64,149.78,0,2,9660.63,1,1,At Risk
21,0,3,86.37,1,2,179.03,0,0,Dormant
53,0,59,99.16,0,1,5905.73,0,0,Loyal
23,1,14,59.15,0,3,850.75,0,0,Dormant
77,1,16,134.09,0,2,2154.1,0,0,Dormant
48,0,5,116.67,2,1,567.53,1,1,At Risk
36,1,59,10.91,0,3,658.71,0,0,Loyal
78,0,15,124.24,2,0,1805.69,1,1,At Risk
61,0,12,21.76,0,2,288.4,0,0,Dormant
71,1,38,107.77,2,2,4067.88,1,1,At Risk
56,0,55,144.86,1,1,7911.81,0,0,Loyal
44,0,3,104.37,0,2,345.51,1,1,At Risk
27,0,60,105.26,1,1,6339.74,1,1,At Risk
43,0,61,25.68,1,0,1560.62,0,0,Loyal
36,1,43,96.97,2,2,4124.41,0,0,Loyal
56,0,68,20.25,0,3,1411.71,0,0,Loyal
79,0,22,123.32,0,1,2787.75,0,0,Dormant
20,0,43,37.64,0,2,1609.04,0,0,Loyal
62,0,66,44.99,0,1,2943.04,1,1,At Risk
30,1,57,42.59,0,2,2422.66,0,0,Loyal
67,1,58,67.3,1,0,3894.27,0,0,Loyal
45,0,36,26.85,2,2,953.53,0,0,Loyal
79,1,51,26.9,1,1,1392.73,0,0,Loyal
75,1,32,32.16,0,3,993.53,0,0,Loyal
37,1,38,15.61,1,0,605.72,0,0,Loyal
45,1,23,25.77,1,1,595.37,0,0,Dormant
25,1,18,66.57,0,1,1130.98,0,0,Dormant
78,1,3,143.78,2,1,441.97,1,1,At Risk
80,1,28,98.88,0,3,2803.53,0,0,Loyal
58,0,29,47.48,0,2,1450.94,0,0,Loyal
56,0,11,97.87,2,0,1117.92,1,1,At Risk
18,0,31,47.09,0,3,1453.2,0,0,Loyal
20,1,50,90.57,1,3,4483.91,0,0,Loyal
30,0,42,78.95,0,0,3279.48,0,0,Loyal
45,0,19,21.77,0,1,447.53,1,1,At Risk
79,1,51,138.31,0,2,7128.96,1,1,At Risk
74,1,43,70.63,1,2,3032.23,0,0,Loyal
80,0,26,121.54,0,2,3192.08,1,1,At Risk
77,0,3,39.21,2,2,183.08,1,1,At Risk
66,0,27,76.05,1,3,1972.46,0,0,Loyal
42,1,56,31.86,1,2,1813.49,0,0,Loyal
73,2,34,15.31,2,1,506.6,0,0,Loyal
50,1,58,56.14,2,1,3209.28,0,0,Loyal
55,1,32,100.93,0,1,3202.72,1,1,At Risk
70,0,6,13.9,1,2,1.94,0,0,Dormant
23,1,26,95.13,0,3,2551.77,1,0,Loyal
75,0,41,99.85,2,1,4123.42,0,0,Loyal
61,0,17,42.18,1,1,649.01,0,0,Dormant
62,0,40,111.56,2,2,4385.02,0,0,Loyal
49,0,45,26.67,0,0,1314.68,1,1,At Risk
62,0,32,96.31,2,3,3079.89,0,0,Loyal
78,2,32,47.03,1,2,1561.15,0,0,Loyal
64,0,29,132.34,1,1,3773.91,0,0,Loyal
38,0,61,148.24,0,2,9056.5,1,1,At Risk
33,0,4,70.56,0,1,272.84,1,1,At Risk
71,1,51,16.09,0,1,706.21,0,0,Loyal
38,1,24,27.01,2,2,539.92,0,0,Dormant
28,1,25,57.02,0,3,1392.9,0,0,Loyal
77,0,9,93.45,0,2,825.72,1,1,At Risk
54,0,61,119.46,0,3,7314.12,1,1,At Risk
53,0,30,83.07,1,2,2466.65,0,0,Loyal
52,1,17,135.98,1,1,2267.32,0,0,Dormant
36,1,60,104.15,2,0,6233.93,1,1,At Risk
37,0,10,117.16,1,0,1188.76,1,1,At Risk
74,1,19,30.82,0,2,565.67,0,0,Dormant
35,0,38,17.66,1,1,680.32,0,0,Loyal
64,0,28,86.16,1,2,2381.33,0,0,Loyal
58,0,8,39.29,0,3,297.73,0,0,Dormant
66,0,68,74.14,0,2,4987.1,1,1,At Risk
31,0,55,50.5,0,2,2818.15,1,1,At Risk
32,0,62,129.95,1,3,8083.84,0,0,Loyal
48,1,41,41.94,2,2,1812.03,0,0,Loyal
18,0,32,43.43,0,1,1341.59,0,0,Loyal
70,1,56,108.68,0,2,6042.21,0,1,At Risk
71,0,44,114.55,1,2,5092.04,1,0,Loyal
71,2,65,42.49,1,3,2766.46,0,0,Loyal
20,0,9,98.71,0,2,889.99,0,0,Dormant
33,1,32,142.41,2,0,4560.84,0,0,Loyal
40,0,20,133.81,1,0,2632.4,1,0,Dormant
74,1,59,40.91,0,2,2384.1,0,0,Loyal
28,1,67,86.8,0,3,5729.59,0,0,Loyal
29,1,62,47.45,2,0,2940.92,0,0,Loyal
27,0,53,42.86,1,2,2282.47,0,0,Loyal
49,1,6,13.07,0,3,69.16,1,1,At Risk
33,1,21,12.91,2,2,273.97,0,0,Dormant
25,0,35,145.45,0,0,5097.7,1,1,At Risk
55,1,2,81.45,0,3,267.53,1,1,At Risk
29,1,1,83.72,0,2,137.6,0,0,Dormant
41,0,36,12.79,2,1,387.95,0,0,Loyal
45,0,55,122.28,0,3,6714.03,0,1,At Risk
70,0,66,101.03,2,2,6593.6,0,0,Loyal
25,1,38,88.67,1,2,3285.51,0,0,Loyal
75,1,8,77.95,0,0,625.72,1,1,At Risk
45,1,17,53.22,1,1,919.81,0,0,Dormant
53,1,68,57.41,1,2,3940.16,0,0,Loyal
43,1,15,148.45,0,3,2182.74,0,0,Dormant
25,0,57,57.24,1,1,3260.07,0,0,Loyal
75,1,32,94.73,0,0,2988.13,0,0,Loyal
77,1,16,130.84,1,1,2079.36,0,0,Dormant
67,1,13,139.3,0,0,1820.17,1,1,At Risk
45,1,34,75.65,2,3,2497.0,0,0,Loyal
45,1,63,94.33,2,2,5922.51,0,0,Loyal
54,1,58,118.18,1,3,6947.3,0,0,Loyal
58,1,45,63.02,2,2,2869.99,0,0,Loyal
53,0,25,122.39,0,1,3071.44,1,0,Loyal
44,0,20,116.31,0,1,2242.44,1,1,At Risk
71,0,70,38.92,1,2,2637.68,0,0,Loyal
80,1,38,41.2,1,0,1596.63,0,0,Loyal
34,1,32,131.79,0,2,4070.93,1,1,At Risk
26,0,71,90.94,1,0,6476.26,0,0,Loyal
50,1,60,29.16,0,3,1707.76,0,0,Loyal
70,0,35,89.72,0,2,3179.1,1,0,Loyal
37,0,36,96.88,0,3,3440.11,0,0,Loyal
30,0,59,102.24,0,3,6045.39,0,0,Loyal
45,1,61,92.63,1,1,5668.8,0,0,Loyal
65,1,12,61.7,0,2,752.02,0,0,Dormant
46,0,40,72.54,2,3,2848.65,0,0,Loyal
30,0,23,90.23,0,1,2094.02,1,1,At Risk
63,0,16,95.71,2,0,1548.21,0,0,Dormant
52,1,47,144.88,2,3,6836.93,1,1,At Risk
78,0,35,36.11,1,0,1212.96,0,0,Loyal
23,0,5,73.46,0,0,465.89,1,1,At Risk
35,0,59,113.26,2,2,6707.02,0,0,Loyal
68,1,35,125.22,0,1,4432.33,1,1,At Risk
22,0,4,19.44,0,2,113.88,1,1,At Risk
64,0,68,78.85,1,2,5318.17,0,0,Loyal
42,0,33,120.21,0,3,3876.79,0,0,Loyal
19,0,67,35.95,1,2,2417.67,0,0,Loyal
